"date","ABANCAY","ACOBAMBA","ACOMAYO","AIJA","ALTO AMAZONAS","AMBO","ANDAHUAYLAS","ANGARAES","ANTA","ANTABAMBA","ANTONIO RAIMONDI","AREQUIPA","ASCOPE","ASUNCION","ATALAYA","AYABACA","AYMARAES","AZANGARO","BAGUA","BARRANCA","BELLAVISTA","BOLIVAR","BOLOGNESI","BONGARA","CAJABAMBA","CAJAMARCA","CAJATAMBO","CALCA","CALLAO","CAMANA","CANAS","CANCHIS","CANDARAVE","CAÑETE","CANGALLO","CANTA","CARABAYA","CARAVELI","CARHUAZ","CARLOS FERMIN FITZCARRALD","CASMA","CASTILLA","CASTROVIRREYNA","CAYLLOMA","CELENDIN","CHACHAPOYAS","CHANCHAMAYO","CHEPEN","CHICLAYO","CHINCHA","CHINCHEROS","CHOTA","CHUCUITO","CHUMBIVILCAS","CHUPACA","CHURCAMPA","CONCEPCION","CONDESUYOS","CONDORCANQUI","CONTRALMIRANTE VILLAR","CONTUMAZA","CORONEL PORTILLO","CORONGO","COTABAMBAS","CUSCO","CUTERVO","DANIEL ALCIDES CARRION","DOS DE MAYO","EL COLLAO","EL DORADO","ESPINAR","FERREÑAFE","GENERAL SANCHEZ CERRO","GRAN CHIMU","GRAU","HUACAYBAMBA","HUALGAYOC","HUALLAGA","HUAMALIES","HUAMANGA","HUANCA SANCOS","HUANCABAMBA","HUANCANE","HUANCAVELICA","HUANCAYO","HUANTA","HUARAL","HUARAZ","HUARI","HUARMEY","HUAROCHIRI","HUAURA","HUAYLAS","HUAYTARA","HUENUCO","ICA","ILO","ISLAY","JAEN","JAUJA","JORGE BASADRE","JULCAN","JUNIN","LA CONVENCION","LA MAR","LA UNION","LAMAS","LAMBAYEQUE","LAMPA","LAURICOCHA","LEONCIO PRADO","LIMA","LORETO","LUCANAS","LUYA","MANU","MARAÑON","MARISCAL CACERES","MARISCAL LUZURIAGA","MARISCAL NIETO","MARISCAL RAMON CASTILLA","MAYNAS","MELGAR","MOHO","MORROPON","MOYOBAMBA","NAZCA","OCROS","OTUZCO","OXAPAMPA","OYON","PACASMAYO","PACHITEA","PADRE ABAD","PAITA","PALLASCA","PALPA","PARINACOCHAS","PARURO","PASCO","PATAZ","PAUCAR DEL SARA SARA","PAUCARTAMBO","PICOTA","PISCO","PIURA","POMABAMBA","PUERTO INCA","PUNO","PURUS","QUISPICANCHI","RECUAY","REQUENA","RIOJA","RODRIGUEZ DE MENDOZA","SAN ANTONIO DE PUTINA","SAN IGNACIO","SAN MARCOS","SAN MARTIN","SAN MIGUEL","SAN PABLO","SAN ROMAN","SÁNCHEZ CARRIÓN","SANDIA","SANTA","SANTA CRUZ","SANTIAGO DE CHUCO","SATIPO","SECHURA","SIHUAS","SUCRE","SULLANA","TACNA","TAHUAMANU","TALARA","TAMBOPATA","TARATA","TARMA","TAYACAJA","TOCACHE","TRUJILLO","TUMBES","UCAYALI","URUBAMBA","UTCUBAMBA","VICTOR FAJARDO","VILCAS HUAMAN","VIRU","YAROWILCA","YAULI","YAUYOS","YUNGAY","YUNGUYO","ZARUMILLA"
2021-01-26,36,1,1,1,2,1,22,8,1,1,0,181,7,0,2,2,11,4,2,26,3,0,7,5,2,30,0,3,395,19,3,16,0,32,2,2,1,13,4,0,10,11,2,9,3,29,38,4,127,47,1,10,0,9,14,2,6,0,1,21,2,45,0,9,50,19,4,2,3,2,10,4,2,0,5,0,6,9,3,58,0,1,3,6,273,4,36,28,0,10,8,22,5,5,84,124,46,7,51,14,1,2,4,15,1,0,3,15,1,0,3,2686,7,6,0,6,1,0,0,37,6,65,1,0,1,29,5,0,6,22,5,10,4,8,7,4,1,3,0,37,5,1,0,4,23,59,1,3,15,1,1,0,2,8,13,1,4,2,25,0,1,21,1,1,194,3,4,67,4,6,0,21,137,0,8,12,0,15,3,9,146,33,0,2,24,1,0,1,1,16,0,8,1,3
2021-01-27,16,0,2,0,10,3,21,6,0,0,0,188,2,0,3,13,0,6,2,13,1,0,2,0,3,52,0,0,306,30,0,9,3,35,3,1,8,16,7,0,3,11,1,13,3,25,28,8,42,52,14,12,3,21,20,0,8,3,0,8,0,37,1,6,131,10,11,0,5,6,9,3,3,3,1,2,3,29,7,49,0,1,5,16,225,7,22,25,2,12,16,53,6,0,53,142,24,4,43,24,3,0,6,71,6,1,3,14,11,0,5,2194,0,1,4,4,0,4,1,43,6,88,5,0,1,26,20,4,5,27,0,13,3,7,15,2,10,8,0,35,1,2,1,3,24,71,3,7,119,0,1,0,0,2,7,0,4,1,39,0,2,33,2,2,131,0,1,42,1,2,8,49,152,2,17,6,1,8,8,13,85,35,0,10,13,4,1,6,1,17,1,0,5,7
2021-01-28,21,5,1,1,0,1,12,2,1,1,0,188,5,0,0,6,0,5,5,11,0,0,1,4,3,49,0,0,304,27,2,8,0,61,3,2,2,13,4,0,3,10,1,17,7,57,25,5,55,43,2,24,4,26,7,3,11,6,1,0,2,36,0,7,88,9,3,1,6,2,5,2,3,0,2,0,10,11,7,47,0,0,4,47,155,4,40,28,15,8,1,31,1,6,44,139,30,4,58,39,0,2,10,68,11,1,1,20,9,0,1,3049,7,8,1,0,0,0,1,88,6,113,15,0,7,38,6,1,2,30,2,11,3,5,6,2,41,3,0,58,1,1,1,2,49,65,0,7,73,1,3,1,0,4,16,0,7,0,27,1,1,40,2,0,174,3,1,43,5,9,2,12,130,1,3,8,0,25,3,6,95,37,3,6,30,3,2,2,2,10,2,3,3,1
2021-01-29,31,1,1,1,15,5,15,3,4,8,0,164,2,0,8,0,0,8,6,12,1,0,1,1,1,57,0,0,232,44,2,16,0,27,3,7,7,7,9,0,4,14,1,7,6,48,26,8,95,39,3,18,1,19,8,5,5,5,1,2,1,35,0,5,151,21,7,2,1,3,3,7,2,1,3,1,4,5,3,50,0,0,7,86,226,3,33,21,4,14,4,36,16,4,53,175,37,6,46,16,1,6,10,39,2,1,2,17,2,0,3,3060,2,4,0,0,1,9,1,55,7,63,4,0,7,14,21,0,3,21,3,13,1,5,6,2,33,1,3,40,1,1,0,3,35,69,7,1,59,0,9,0,0,0,7,2,4,1,26,0,2,29,1,2,123,1,3,29,4,1,0,12,174,0,0,5,0,32,12,4,90,21,1,8,13,2,7,3,0,11,1,1,1,4
2021-01-30,22,0,0,0,6,1,24,1,2,1,0,198,10,0,2,6,6,5,4,11,10,0,3,1,3,60,0,5,244,22,5,19,0,48,5,0,3,15,2,1,2,16,0,18,6,5,18,5,72,33,1,19,4,16,8,0,2,1,0,12,1,54,0,2,172,12,6,2,5,0,1,6,1,1,1,0,2,2,2,52,0,0,2,14,90,6,48,23,2,4,14,76,2,3,31,110,20,8,9,9,1,5,3,47,3,0,6,9,4,1,3,2408,7,6,1,0,0,2,0,10,2,60,4,0,1,23,11,0,3,14,3,14,1,3,21,1,3,2,2,47,2,0,2,0,12,59,3,2,54,0,9,2,1,4,6,2,4,1,9,3,2,8,1,0,183,0,2,25,4,1,1,70,137,1,10,4,0,20,6,8,183,55,1,9,2,0,4,4,0,4,2,0,3,8
2021-01-31,16,0,1,0,2,1,5,6,1,0,1,22,0,0,0,1,2,4,0,7,1,0,3,1,0,8,0,1,237,7,0,3,0,4,1,10,0,9,1,0,3,1,0,8,0,1,9,3,17,15,3,5,0,19,0,1,2,3,0,0,1,5,0,3,172,14,4,1,1,3,1,0,0,1,1,0,3,2,1,11,0,2,1,4,20,2,21,29,0,8,9,29,5,1,22,17,8,0,18,14,0,7,5,24,3,1,0,7,0,0,1,2061,0,2,0,0,2,1,0,6,0,21,2,0,1,15,2,0,1,21,0,8,1,7,4,4,0,3,0,9,1,0,0,2,8,32,0,1,2,0,8,0,0,4,5,1,4,1,7,4,2,5,2,0,173,0,1,6,0,1,0,6,13,0,0,1,0,11,3,9,14,4,0,9,1,2,0,0,0,0,0,2,0,0
2021-02-01,42,1,2,0,11,1,18,3,6,1,0,298,6,3,3,10,4,2,8,23,3,0,3,1,7,36,1,8,330,34,2,28,2,64,4,0,3,13,2,0,13,8,6,15,7,56,53,6,57,45,1,14,0,19,16,1,7,4,1,1,5,58,0,10,166,15,3,2,3,5,8,2,1,3,2,0,6,16,6,55,1,0,6,17,185,9,58,61,7,5,21,84,14,2,68,275,46,16,32,19,0,2,5,57,1,1,11,20,4,1,6,3631,5,10,3,0,3,1,0,79,22,158,3,0,4,27,21,1,3,39,5,16,3,5,23,0,14,1,0,33,3,1,0,6,60,69,1,5,49,0,14,1,0,13,16,3,10,0,35,2,1,26,3,1,232,2,2,80,1,0,0,70,183,3,15,8,0,26,11,13,160,62,2,16,12,2,3,3,1,15,2,3,1,5
2021-02-02,35,0,5,0,7,4,16,6,7,9,0,305,20,1,2,11,1,6,9,22,5,0,1,3,3,46,8,5,395,27,1,16,2,51,3,1,4,16,2,1,5,6,5,9,1,30,50,13,115,46,9,17,1,15,14,1,3,3,0,0,6,58,0,14,222,26,1,2,1,7,5,2,0,3,6,1,6,0,2,47,1,0,3,12,232,7,65,47,1,23,11,47,5,4,54,153,43,11,23,25,2,0,3,54,4,4,4,20,2,0,7,3983,7,5,3,1,3,3,1,82,6,85,3,0,1,33,20,0,5,42,1,18,3,5,5,2,4,3,1,32,6,1,1,4,96,63,1,1,20,0,7,1,2,6,3,1,5,1,29,3,3,33,4,1,179,0,4,49,4,1,0,49,173,0,12,3,1,15,15,18,199,15,3,8,21,3,0,9,3,5,1,1,1,1
2021-02-03,32,4,0,2,12,2,20,4,4,0,0,189,7,2,0,1,7,3,1,37,4,0,9,2,4,45,1,2,312,37,1,19,0,67,2,4,6,20,2,0,5,3,3,18,3,32,32,4,83,22,2,17,2,14,11,3,5,5,0,3,6,52,0,19,140,23,3,0,4,2,7,11,1,0,1,0,5,24,3,56,0,1,2,25,215,3,69,36,1,4,19,131,16,2,42,171,38,12,52,27,2,0,18,44,4,1,1,24,3,0,6,3254,3,9,1,0,1,2,1,39,7,67,5,0,6,31,19,1,5,120,3,12,1,5,11,0,18,9,1,34,5,0,1,3,27,86,1,4,119,0,14,0,1,17,7,1,12,4,17,2,2,31,9,2,159,0,3,42,1,1,0,20,145,2,10,8,0,22,11,9,175,75,0,3,20,1,1,4,5,9,1,2,9,5
2021-02-04,48,0,0,0,11,4,24,9,12,0,0,245,7,0,0,11,7,3,3,28,0,1,2,9,5,44,2,0,367,20,1,18,1,72,0,2,3,7,2,0,14,6,1,24,17,33,35,3,39,41,0,12,6,16,12,3,6,1,2,1,10,36,1,9,107,11,4,1,8,1,4,6,7,1,0,0,4,3,4,51,0,2,3,39,186,3,46,58,1,12,13,41,8,1,45,167,31,13,41,25,1,2,2,39,6,0,8,18,8,3,9,4071,2,5,3,1,0,2,0,68,5,66,24,0,6,41,59,0,4,44,2,22,1,3,22,5,5,2,3,34,2,1,1,5,30,65,0,2,88,0,4,1,4,18,10,0,17,0,28,2,1,34,1,1,203,2,6,40,4,1,2,42,120,1,9,14,0,26,14,28,154,14,0,12,18,2,4,5,4,7,0,3,9,7
2021-02-05,29,2,2,0,10,7,13,3,8,10,0,178,4,0,0,4,4,2,3,24,0,1,8,1,4,67,1,1,376,26,9,15,0,53,1,8,5,14,4,0,6,2,3,25,10,16,57,3,143,34,7,5,8,11,15,2,9,8,0,1,4,35,0,6,127,12,2,1,3,2,3,4,4,0,1,1,4,4,8,67,1,0,2,12,289,5,77,36,3,6,15,65,9,1,66,128,19,7,44,20,1,4,3,41,8,0,9,24,2,0,9,4390,9,5,1,0,1,3,0,2,5,98,7,0,5,13,9,0,4,45,1,11,2,5,19,0,7,4,3,21,5,0,0,0,16,63,4,2,72,0,6,0,1,6,3,1,5,0,19,1,4,29,4,1,174,3,1,42,2,4,0,29,125,0,3,4,0,35,17,20,163,11,0,11,8,1,0,4,2,8,2,0,6,2
2021-02-06,23,0,0,1,3,3,13,2,1,0,0,120,12,0,0,6,1,10,6,18,1,1,5,1,10,57,1,1,318,9,1,11,2,58,5,2,14,11,2,1,6,8,0,16,5,11,32,8,80,31,7,33,0,11,9,2,8,5,0,1,2,52,0,4,94,10,0,3,6,1,3,8,0,4,2,1,4,1,8,54,2,2,3,17,142,5,44,41,2,4,14,98,4,0,49,112,10,1,26,4,0,0,2,41,4,0,8,16,4,3,4,3487,9,5,1,0,0,2,0,5,12,84,3,0,5,9,12,1,9,27,1,2,1,6,8,0,0,2,1,19,2,2,4,1,25,58,2,2,43,0,2,2,0,4,6,0,10,2,10,3,3,31,3,0,228,0,3,25,1,0,1,42,148,2,15,10,1,19,14,2,159,15,1,13,8,2,3,6,0,8,0,7,8,0
2021-02-07,10,3,3,1,2,2,10,1,1,1,0,140,0,0,0,4,0,8,0,16,2,0,2,0,3,15,0,4,135,6,1,12,0,46,1,0,5,18,1,0,2,0,3,9,1,2,36,5,120,16,3,6,0,13,6,2,3,4,0,3,2,19,0,6,36,23,1,1,1,0,3,13,3,0,2,0,1,4,4,10,1,0,4,18,43,0,16,7,0,2,8,36,0,2,36,36,6,1,11,29,0,3,3,21,1,1,5,7,0,0,5,2327,2,2,0,2,0,0,0,86,5,5,7,0,2,12,2,1,3,15,2,4,3,1,2,0,0,2,0,19,4,0,0,6,11,49,1,6,6,0,4,1,2,1,6,3,7,2,11,0,2,9,3,1,93,0,6,7,2,0,4,6,17,3,0,3,0,11,5,5,37,37,0,1,1,1,0,1,0,0,2,2,1,5
2021-02-08,52,0,2,2,19,6,23,5,9,4,0,170,11,1,0,29,4,1,16,44,0,0,7,3,5,44,0,7,349,15,2,18,0,32,6,7,8,17,2,2,4,14,1,15,2,37,59,4,108,37,4,9,7,16,12,1,7,1,0,1,8,43,3,7,192,7,1,3,3,1,6,3,3,0,4,1,10,0,5,54,0,6,5,10,379,6,64,45,3,8,21,63,9,1,68,162,25,6,29,32,1,5,6,45,4,2,10,21,1,0,2,3337,4,8,9,3,0,0,0,52,13,172,0,0,6,19,10,0,7,35,3,16,4,7,5,3,0,10,0,18,1,4,1,6,42,99,0,9,64,1,9,2,0,17,19,3,6,7,15,7,5,30,6,1,101,1,4,53,2,13,3,32,172,2,2,4,2,27,19,21,189,64,2,18,15,0,0,4,1,11,0,2,15,0
2021-02-09,38,2,1,0,3,8,17,2,2,1,0,277,9,1,1,4,3,5,15,31,3,0,2,3,7,84,0,6,334,29,1,12,1,58,3,0,10,19,3,1,10,8,0,23,1,24,55,3,171,46,11,16,1,6,27,5,9,6,1,1,6,43,0,6,104,21,2,2,0,1,7,1,3,3,0,1,5,1,5,48,2,0,5,14,230,15,51,57,2,10,12,102,8,1,51,105,34,5,45,24,2,0,4,21,16,9,4,32,4,1,6,3538,6,12,3,5,0,0,0,39,14,113,1,1,10,28,13,0,4,23,1,11,1,8,13,1,1,5,1,16,4,2,0,4,19,77,1,11,65,0,3,3,5,15,11,3,10,3,33,1,5,20,5,0,170,1,1,46,1,0,3,36,184,3,5,11,1,25,13,13,186,15,1,9,14,2,1,4,1,13,0,3,0,0
2021-02-10,46,3,1,0,14,1,23,2,10,3,0,234,13,1,0,1,0,0,6,28,3,0,9,7,5,74,1,4,396,14,2,24,0,45,7,0,8,23,6,0,3,5,0,22,14,28,51,11,97,26,18,12,9,12,27,7,8,3,0,11,4,39,1,14,166,5,4,0,2,2,5,11,3,1,0,4,5,2,2,60,0,2,0,16,284,6,61,36,1,5,13,43,11,0,39,113,29,7,26,23,1,1,8,35,15,3,9,18,2,2,5,3550,11,8,4,7,0,1,3,54,12,127,13,1,6,27,8,0,3,57,3,11,3,1,13,1,5,3,4,13,5,2,1,4,30,79,2,4,62,0,11,6,4,13,15,2,14,0,42,3,3,27,6,2,153,2,1,46,5,1,1,33,152,1,10,12,0,38,22,10,141,29,1,10,17,2,3,1,3,4,0,3,3,4
2021-02-11,19,2,1,2,18,2,23,3,3,4,0,336,17,0,0,4,3,10,5,22,1,0,14,4,3,54,1,3,331,30,5,14,0,40,3,1,5,19,10,5,9,8,10,16,7,33,58,13,67,32,5,13,1,8,14,0,8,1,0,1,4,20,1,6,131,8,3,2,4,0,6,3,3,0,0,0,7,9,7,68,0,0,5,47,188,12,67,60,7,15,9,85,12,5,34,115,43,4,40,15,1,3,3,45,5,0,2,8,8,1,6,3511,21,4,1,1,2,2,0,38,11,225,10,0,6,11,60,1,5,38,4,11,1,3,17,3,7,4,1,24,2,1,1,4,21,77,3,6,74,1,11,0,5,14,9,1,11,4,12,3,1,35,4,3,120,1,1,40,5,1,2,32,128,0,10,11,0,16,19,6,242,92,0,8,13,1,3,10,7,12,4,5,12,10
2021-02-12,35,0,0,0,3,8,20,9,18,0,0,175,3,0,2,1,0,4,2,25,7,0,7,4,8,68,1,4,333,20,3,25,0,39,4,2,6,17,3,0,3,12,2,14,13,32,39,12,97,40,7,11,0,11,16,6,7,0,0,0,2,37,0,9,165,10,2,2,1,1,4,3,4,0,3,0,5,3,5,47,0,0,9,23,164,3,58,35,4,4,16,41,8,3,25,82,34,7,27,14,2,2,2,28,8,0,0,9,0,1,7,3169,3,8,1,0,1,3,0,6,13,107,0,0,14,26,8,0,4,27,1,13,1,4,19,2,3,5,1,21,0,3,0,2,7,83,1,5,48,0,12,2,1,7,7,6,6,2,25,4,1,41,6,2,115,0,1,51,2,4,0,56,130,1,9,21,1,32,10,6,174,16,4,12,15,3,3,10,0,4,2,10,5,3
2021-02-13,22,1,0,2,19,2,8,2,6,0,0,165,4,0,0,2,1,3,3,34,1,0,6,7,18,38,1,4,217,10,1,19,2,31,1,1,6,22,5,0,3,5,0,17,18,24,51,9,46,28,0,18,5,19,7,3,10,1,0,3,7,33,0,6,138,6,2,3,4,0,1,1,5,6,1,0,2,0,6,65,0,1,1,15,138,7,45,46,2,8,14,86,7,2,36,96,29,3,36,7,6,1,1,51,4,1,4,5,5,2,5,3402,13,13,2,2,1,1,0,84,15,255,2,0,4,15,4,4,2,38,0,8,2,5,6,1,2,3,0,14,4,0,1,0,12,43,1,2,49,3,3,1,4,11,3,1,11,5,22,10,0,22,4,2,87,2,1,24,7,9,0,16,101,2,5,9,0,28,9,16,180,94,3,9,13,2,0,6,3,8,0,4,3,4
2021-02-14,5,0,1,1,3,1,1,0,0,0,0,29,0,0,0,1,0,0,4,7,0,0,2,0,1,13,0,0,97,7,0,9,0,26,1,0,4,7,2,0,1,2,1,8,4,1,22,2,5,7,7,4,0,1,0,0,0,2,0,0,6,9,1,1,35,4,1,1,0,2,2,0,1,0,0,0,1,0,0,11,0,0,3,6,23,2,10,14,1,6,8,10,4,0,18,26,5,5,9,10,0,0,1,22,3,0,3,0,1,0,1,1505,2,1,1,0,0,0,0,33,3,5,1,0,4,3,2,0,4,20,1,3,0,1,5,0,0,0,0,7,2,1,0,0,3,24,0,0,4,0,4,1,0,4,2,0,5,3,5,0,0,2,0,1,35,0,0,13,0,0,0,6,29,2,1,2,1,9,8,2,25,1,3,1,0,0,1,2,0,0,0,0,1,0
2021-02-15,37,3,0,0,11,3,33,3,8,1,0,226,9,1,0,4,9,3,8,27,6,1,10,1,4,93,4,3,296,23,1,23,0,27,4,5,2,8,3,1,4,10,0,24,13,21,64,8,59,38,8,16,3,11,12,0,3,1,0,0,7,45,3,4,143,4,0,3,0,0,4,2,4,1,1,0,8,6,3,64,1,0,2,31,210,6,61,51,6,10,27,51,4,1,43,144,52,15,17,20,2,1,25,44,10,1,4,17,3,1,2,3582,14,9,6,2,0,3,1,47,10,201,4,0,8,34,5,1,8,24,0,17,0,8,18,1,4,3,0,26,4,3,9,5,30,72,0,4,31,1,15,3,6,16,4,2,12,7,22,8,2,30,12,0,92,2,3,48,2,3,1,31,128,4,5,9,0,35,14,5,176,41,4,8,1,3,1,9,2,19,0,3,0,7
2021-02-16,26,2,2,0,7,1,17,2,5,4,0,250,2,0,1,3,7,31,6,37,1,0,4,3,6,42,3,4,260,15,6,17,0,52,1,3,9,6,0,1,11,12,4,16,9,8,37,6,98,59,11,8,1,4,13,4,8,6,0,0,15,32,5,8,159,3,3,0,6,1,1,3,7,2,2,0,9,1,3,65,2,1,1,30,220,5,60,54,3,13,10,41,9,2,18,119,15,6,23,28,1,0,3,36,10,0,2,23,2,0,11,3909,11,1,2,2,0,2,0,62,9,120,3,2,2,30,12,0,3,44,2,6,1,26,20,0,1,13,3,15,4,6,3,3,32,77,1,8,68,0,7,1,2,10,2,1,15,3,24,5,0,33,11,2,106,0,6,40,4,1,3,34,133,1,6,15,0,27,20,12,204,35,5,17,2,2,2,2,0,44,2,3,4,5
2021-02-17,36,2,0,0,18,3,14,2,12,3,1,195,26,0,0,7,2,5,5,42,0,0,4,4,5,50,1,3,341,4,3,18,0,25,4,3,5,11,1,0,5,5,1,13,6,34,37,7,33,48,5,11,2,11,23,1,4,2,2,1,3,53,1,8,98,8,3,1,1,1,2,4,4,1,1,0,18,2,4,66,1,2,3,23,166,8,56,38,2,6,18,76,13,7,21,85,71,14,34,17,0,0,7,39,13,0,1,15,2,4,10,4364,7,4,6,1,0,1,0,38,8,172,1,0,2,24,8,1,8,33,1,14,0,3,20,5,0,4,0,22,5,4,2,4,18,61,0,13,8,1,17,1,7,9,14,1,6,5,27,3,0,31,2,2,96,2,1,45,3,2,0,36,109,2,2,29,0,44,21,7,244,48,3,11,3,1,3,4,1,6,0,4,1,4
2021-02-18,22,2,1,5,19,4,20,0,4,0,0,144,3,0,0,3,1,2,5,43,0,0,3,4,2,131,0,6,270,6,0,10,1,29,0,2,6,10,3,0,5,11,2,14,3,32,52,7,96,26,8,12,4,6,9,1,7,7,1,0,2,46,0,6,127,8,2,1,0,0,3,0,1,3,0,0,7,1,2,52,0,0,3,24,127,12,68,51,3,7,12,61,6,0,27,81,18,10,29,15,1,2,4,30,9,0,4,49,2,0,7,3400,5,6,5,1,4,4,1,42,10,179,21,0,3,25,5,0,3,27,1,17,1,8,23,1,3,3,3,23,1,0,3,1,30,76,1,2,78,0,11,1,5,9,6,1,6,1,38,1,1,43,7,0,102,7,4,42,3,3,3,26,113,2,6,4,1,9,9,2,171,28,1,8,11,4,3,2,0,3,1,5,8,3
2021-02-19,28,3,2,6,16,2,8,3,15,1,0,184,7,0,0,2,1,4,10,23,1,0,8,2,6,57,2,8,242,12,4,17,2,29,2,1,13,10,1,1,5,2,0,12,5,41,30,6,93,43,6,22,1,10,6,4,7,3,0,3,3,53,1,9,129,2,1,0,2,0,1,5,7,8,2,0,15,2,13,69,1,0,1,32,155,12,43,39,0,16,14,46,11,7,18,78,38,7,33,18,2,3,7,22,8,0,0,10,19,0,9,3125,14,2,6,0,0,3,0,40,13,140,1,2,8,22,8,1,2,26,3,11,0,7,22,1,1,7,1,9,3,2,1,2,30,73,2,1,29,0,6,1,5,5,5,0,5,2,34,3,0,14,6,1,76,2,1,45,1,0,0,32,98,4,5,11,1,17,7,9,142,75,9,24,40,0,3,1,3,10,0,3,2,1
2021-02-20,14,3,1,0,11,0,14,1,8,2,1,151,21,1,3,6,0,4,5,38,1,0,3,2,5,78,1,1,410,2,0,32,0,24,2,0,5,7,3,3,11,2,0,13,2,9,29,7,35,28,6,6,2,8,4,1,6,5,3,4,5,56,0,0,136,4,2,2,1,0,1,3,6,0,0,1,7,2,6,66,11,0,1,14,101,13,58,31,5,4,12,77,6,0,20,74,18,5,19,9,1,2,3,59,13,0,5,12,0,0,2,3002,10,9,1,5,1,6,0,20,25,78,7,0,2,40,6,0,5,25,1,6,0,9,25,1,1,6,1,12,6,5,2,1,13,46,0,7,36,1,18,1,7,15,4,2,6,3,36,2,0,11,4,1,82,2,1,33,3,0,0,40,96,7,5,14,1,34,9,10,156,20,3,8,2,1,0,4,2,8,0,6,0,4
2021-02-21,6,1,1,1,2,0,0,0,3,1,0,18,6,0,0,1,0,3,0,7,1,0,0,0,1,42,0,2,327,4,0,7,0,3,1,0,4,7,1,0,1,3,1,6,0,3,14,0,14,11,3,6,1,16,4,4,3,1,0,0,0,23,0,1,23,4,1,1,1,0,0,0,1,0,1,1,4,2,2,2,2,1,3,3,16,2,12,9,0,9,6,17,19,2,24,17,9,1,7,6,0,0,1,18,1,0,2,5,2,0,1,1609,0,5,1,0,1,0,0,19,5,27,0,0,2,10,5,0,3,19,1,12,1,1,9,0,0,1,1,3,1,0,2,3,7,8,3,8,29,0,1,0,0,1,1,0,5,5,18,3,3,18,7,2,36,1,0,4,0,3,0,7,21,0,0,3,1,4,6,2,43,0,5,11,1,1,0,0,0,0,1,2,12,0
2021-02-22,21,1,5,3,10,6,11,2,12,3,0,205,26,1,0,5,7,2,8,38,4,0,28,1,6,102,2,8,275,16,2,22,0,21,5,1,6,8,6,1,9,5,4,20,8,13,47,8,48,29,2,11,4,14,20,1,10,1,3,2,11,62,1,3,163,5,3,0,7,0,5,1,7,0,3,0,15,0,5,78,0,0,2,18,132,15,65,39,2,8,27,56,15,0,25,90,37,7,20,20,1,2,3,36,12,0,5,16,2,0,4,3544,7,1,1,1,2,0,0,26,35,230,3,1,2,24,6,0,2,42,0,16,0,15,23,2,3,10,1,17,3,0,2,1,31,70,2,6,30,0,22,4,2,20,8,1,8,2,28,1,0,27,12,1,72,0,0,37,12,0,2,43,113,5,10,19,1,43,7,12,192,59,2,5,2,3,2,6,0,11,1,4,1,11
2021-02-23,16,3,1,11,15,1,16,0,7,3,0,215,12,1,4,17,0,9,7,41,1,0,1,10,6,113,0,4,361,12,2,18,1,34,5,2,11,8,1,0,13,2,0,17,7,53,36,4,77,21,13,7,2,17,8,1,12,2,2,3,5,65,0,15,134,6,8,1,2,1,5,2,3,3,0,0,18,1,3,61,1,1,2,14,98,16,64,45,4,6,10,70,7,4,15,79,22,10,29,19,1,4,8,35,8,0,5,33,0,1,9,3209,28,1,3,1,2,3,0,47,9,200,0,0,7,31,6,0,10,30,2,21,0,5,45,2,0,12,0,16,3,3,6,3,23,74,0,7,26,0,6,4,6,14,6,1,5,5,23,3,3,14,2,3,115,0,2,29,7,0,2,29,89,3,10,31,2,17,17,14,176,43,3,15,19,1,1,7,1,8,0,6,0,9
2021-02-24,17,0,6,2,10,1,18,0,13,3,1,197,16,6,1,5,4,3,5,31,2,0,5,2,8,166,0,6,756,6,0,19,0,29,5,4,5,10,2,1,2,5,0,8,3,42,44,10,45,11,5,5,2,8,15,3,7,3,1,1,2,49,0,3,147,14,2,0,4,2,3,1,1,3,1,0,5,1,2,55,1,1,3,12,109,18,82,39,3,12,17,47,15,1,23,58,30,12,35,11,3,1,2,53,7,0,5,24,3,0,7,3212,39,5,7,2,0,8,0,45,28,371,21,0,5,31,26,10,7,63,2,16,0,9,14,4,1,4,0,13,1,5,1,0,23,89,1,7,21,0,18,4,1,2,2,0,3,4,21,3,1,35,4,2,63,1,0,33,7,2,2,31,77,0,12,37,1,14,4,9,173,103,6,17,4,0,1,9,0,18,0,0,0,12
2021-02-25,29,0,2,0,22,1,21,1,8,2,2,189,11,7,1,3,1,1,7,23,1,0,2,2,7,145,2,2,292,7,4,16,0,24,7,2,6,10,5,0,7,6,0,12,16,8,35,5,39,32,10,10,1,4,8,1,14,2,0,3,5,69,3,3,137,25,4,0,4,0,7,0,7,7,1,3,9,1,8,52,1,1,0,18,105,17,59,56,5,23,18,71,11,1,11,73,25,11,22,9,8,1,5,46,9,1,2,13,1,0,6,3622,16,11,2,0,0,2,0,27,18,382,3,1,5,15,5,7,4,21,3,7,2,11,20,0,0,4,2,11,0,2,2,3,41,76,0,7,23,0,14,1,6,13,3,0,10,5,27,3,2,34,7,1,107,0,2,22,3,5,0,29,116,2,10,23,0,17,9,3,148,46,6,21,38,3,2,11,0,7,0,2,0,1
